WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2019-02-02,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,10,,Political violence,3686,16.0944,43.2039
2019-02-09,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,30,,Political violence,3686,16.0944,43.2039
2019-02-16,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,6,2,,Political violence,3686,16.0944,43.2039
2019-02-23,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,20,,Political violence,3686,16.0944,43.2039
2019-03-02,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,8,35,,Political violence,3686,16.0944,43.2039
2019-03-09,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,13,52,,Political violence,3686,16.0944,43.2039
2019-03-16,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,,Political violence,3686,16.0944,43.2039
2019-03-23,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,30,,Political violence,3686,16.0944,43.2039
2019-03-30,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,10,,Political violence,3686,16.0944,43.2039
2019-04-06,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,16,,Political violence,3686,16.0944,43.2039
2019-04-13,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,10,80,,Political violence,3686,16.0944,43.2039
2019-04-20,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,84,,Political violence,3686,16.0944,43.2039
2019-04-27,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,,Political violence,3686,16.0944,43.2039
2019-05-04,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,,Political violence,3686,16.0944,43.2039
2019-05-11,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,35,,Political violence,3686,16.0944,43.2039
2019-05-18,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3686,16.0944,43.2039
2019-05-25,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3686,16.0944,43.2039
2019-06-01,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,16,,Political violence,3686,16.0944,43.2039
2019-06-08,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,,Political violence,3686,16.0944,43.2039
2019-06-22,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,20,,Political violence,3686,16.0944,43.2039
2019-06-29,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,12,65,,Political violence,3686,16.0944,43.2039
2019-07-06,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,20,,Political violence,3686,16.0944,43.2039
2019-07-13,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,30,,Political violence,3686,16.0944,43.2039
2019-07-20,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,30,,Political violence,3686,16.0944,43.2039
2019-07-27,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,24,,Political violence,3686,16.0944,43.2039
2019-08-03,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,11,,Political violence,3686,16.0944,43.2039
2019-08-10,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,30,,Political violence,3686,16.0944,43.2039
2019-08-24,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,17,,Political violence,3686,16.0944,43.2039
2019-08-31,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,10,51,,Political violence,3686,16.0944,43.2039
2019-09-07,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,10,50,,Political violence,3686,16.0944,43.2039
2019-09-14,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,30,,Political violence,3686,16.0944,43.2039
2019-09-21,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,8,50,,Political violence,3686,16.0944,43.2039
2019-09-28,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,30,,Political violence,3686,16.0944,43.2039
2019-10-05,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3686,16.0944,43.2039
2020-01-04,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,20,11201.0,Political violence,3686,16.0944,43.2039
2020-01-11,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,7869.0,Political violence,3686,16.0944,43.2039
2020-01-18,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,2390.0,Political violence,3686,16.0944,43.2039
2020-04-04,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,11709.0,Political violence,3686,16.0944,43.2039
2020-04-11,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,7793.0,Political violence,3686,16.0944,43.2039
2020-05-16,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,12785.0,Political violence,3686,16.0944,43.2039
2020-06-06,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,933.0,Political violence,3686,16.0944,43.2039
2020-10-31,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,2390.0,Political violence,3686,16.0944,43.2039
2020-11-07,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,933.0,Political violence,3686,16.0944,43.2039
2021-02-13,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14162.0,Political violence,3686,16.0944,43.2039
2021-03-20,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1528.0,Political violence,3686,16.0944,43.2039
2021-04-10,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,45970.0,Political violence,3686,16.0944,43.2039
2021-09-25,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,12,17763.0,Political violence,3686,16.0944,43.2039
2021-12-25,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,10,8716.0,Political violence,3686,16.0944,43.2039
2022-01-01,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,40,13861.0,Political violence,3686,16.0944,43.2039
2022-01-22,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,10,8905.0,Political violence,3686,16.0944,43.2039
2022-01-29,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,5,28,52229.0,Political violence,3686,16.0944,43.2039
2022-02-05,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,18,13057.0,Political violence,3686,16.0944,43.2039
2022-02-12,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,21,36847.0,Political violence,3686,16.0944,43.2039
2022-02-19,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,2705.0,Political violence,3686,16.0944,43.2039
2022-02-26,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,3,15,54943.0,Political violence,3686,16.0944,43.2039
2022-03-05,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,3,2705.0,Political violence,3686,16.0944,43.2039
2022-03-26,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,18,0,29947.0,Political violence,3686,16.0944,43.2039
2022-04-02,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,17388.0,Political violence,3686,16.0944,43.2039
2022-04-09,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,15065.0,Political violence,3686,16.0944,43.2039
2022-04-16,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,8905.0,Political violence,3686,16.0944,43.2039
2022-04-23,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,24159.0,Political violence,3686,16.0944,43.2039
2022-04-30,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,10,0,24159.0,Political violence,3686,16.0944,43.2039
2022-05-07,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,14,0,25180.0,Political violence,3686,16.0944,43.2039
2022-05-14,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,26464.0,Political violence,3686,16.0944,43.2039
2022-05-21,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,24159.0,Political violence,3686,16.0944,43.2039
2022-05-28,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,0,16198.0,Political violence,3686,16.0944,43.2039
2022-06-04,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,17,0,25180.0,Political violence,3686,16.0944,43.2039
2022-06-11,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,12,0,25017.0,Political violence,3686,16.0944,43.2039
2022-06-18,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,25017.0,Political violence,3686,16.0944,43.2039
2022-06-25,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,24159.0,Political violence,3686,16.0944,43.2039
2022-07-02,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,13,0,25017.0,Political violence,3686,16.0944,43.2039
2022-07-09,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,14,0,26431.0,Political violence,3686,16.0944,43.2039
2022-07-16,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,20607.0,Political violence,3686,16.0944,43.2039
2022-07-23,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,15,0,25017.0,Political violence,3686,16.0944,43.2039
2022-07-30,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,14,0,24159.0,Political violence,3686,16.0944,43.2039
2022-08-06,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,12,0,24159.0,Political violence,3686,16.0944,43.2039
2022-08-13,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,17,0,25017.0,Political violence,3686,16.0944,43.2039
2022-08-20,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,20,0,25017.0,Political violence,3686,16.0944,43.2039
2022-08-27,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,22,0,43165.0,Political violence,3686,16.0944,43.2039
2022-09-03,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,23,0,25017.0,Political violence,3686,16.0944,43.2039
2022-09-10,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,23,0,43165.0,Political violence,3686,16.0944,43.2039
2022-09-17,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,25,0,43165.0,Political violence,3686,16.0944,43.2039
2022-09-24,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,23,0,43165.0,Political violence,3686,16.0944,43.2039
2022-10-01,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,7,0,43165.0,Political violence,3686,16.0944,43.2039
2023-04-08,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9016.0,Political violence,3686,16.0944,43.2039
2023-07-29,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9104.0,Political violence,3686,16.0944,43.2039
2025-05-10,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9392.0,Political violence,3686,16.0944,43.2039
2025-08-30,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,11869.0,Political violence,3686,16.0944,43.2039
2025-09-20,Middle East,Yemen,Hajjah,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,5859.0,Political violence,3686,16.0944,43.2039
2015-11-07,Middle East,Yemen,Hajjah,Explosions/Remote violence,Suicide bomb,1,1,,Political violence,3686,16.0944,43.2039
2015-01-17,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2015-02-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2015-03-07,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2015-03-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2015-04-04,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2015-07-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2017-11-18,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2018-07-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2018-09-01,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2018-09-08,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2019-02-16,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2019-05-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,,Demonstrations,3686,16.0944,43.2039
2020-01-04,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,8299.0,Demonstrations,3686,16.0944,43.2039
2020-01-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,8299.0,Demonstrations,3686,16.0944,43.2039
2020-02-01,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,32563.0,Demonstrations,3686,16.0944,43.2039
2020-02-22,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,43022.0,Demonstrations,3686,16.0944,43.2039
2020-02-29,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,503.0,Demonstrations,3686,16.0944,43.2039
2020-03-07,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,8299.0,Demonstrations,3686,16.0944,43.2039
2020-10-17,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,18602.0,Demonstrations,3686,16.0944,43.2039
2020-12-12,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,2332.0,Demonstrations,3686,16.0944,43.2039
2021-01-02,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-01-16,Middle East,Yemen,Hajjah,Protests,Peaceful protest,3,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-01-23,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,21539.0,Demonstrations,3686,16.0944,43.2039
2021-01-30,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,11772.0,Demonstrations,3686,16.0944,43.2039
2021-02-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,10501.0,Demonstrations,3686,16.0944,43.2039
2021-02-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-02-27,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,11458.0,Demonstrations,3686,16.0944,43.2039
2021-03-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-03-13,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9963.0,Demonstrations,3686,16.0944,43.2039
2021-03-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,8,0,71624.0,Demonstrations,3686,16.0944,43.2039
2021-05-01,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-05-15,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2021-07-10,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9194.0,Demonstrations,3686,16.0944,43.2039
2022-03-05,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9393.0,Demonstrations,3686,16.0944,43.2039
2022-03-26,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,346.0,Demonstrations,3686,16.0944,43.2039
2022-04-23,Middle East,Yemen,Hajjah,Protests,Peaceful protest,19,0,96652.0,Demonstrations,3686,16.0944,43.2039
2022-05-14,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9393.0,Demonstrations,3686,16.0944,43.2039
2022-05-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9393.0,Demonstrations,3686,16.0944,43.2039
2022-12-24,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9393.0,Demonstrations,3686,16.0944,43.2039
2022-12-31,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,42508.0,Demonstrations,3686,16.0944,43.2039
2023-01-21,Middle East,Yemen,Hajjah,Protests,Peaceful protest,28,0,105149.0,Demonstrations,3686,16.0944,43.2039
2023-01-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,42556.0,Demonstrations,3686,16.0944,43.2039
2023-02-04,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,2693.0,Demonstrations,3686,16.0944,43.2039
2023-02-11,Middle East,Yemen,Hajjah,Protests,Peaceful protest,9,0,70176.0,Demonstrations,3686,16.0944,43.2039
2023-02-18,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,10083.0,Demonstrations,3686,16.0944,43.2039
2023-02-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,20420.0,Demonstrations,3686,16.0944,43.2039
2023-03-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,30,0,185588.0,Demonstrations,3686,16.0944,43.2039
2023-04-08,Middle East,Yemen,Hajjah,Protests,Peaceful protest,10,0,73062.0,Demonstrations,3686,16.0944,43.2039
2023-05-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-05-13,Middle East,Yemen,Hajjah,Protests,Peaceful protest,22,0,155205.0,Demonstrations,3686,16.0944,43.2039
2023-05-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,24,0,132718.0,Demonstrations,3686,16.0944,43.2039
2023-06-03,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,30274.0,Demonstrations,3686,16.0944,43.2039
2023-06-10,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,1053.0,Demonstrations,3686,16.0944,43.2039
2023-07-01,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,14120.0,Demonstrations,3686,16.0944,43.2039
2023-07-08,Middle East,Yemen,Hajjah,Protests,Peaceful protest,3,0,11911.0,Demonstrations,3686,16.0944,43.2039
2023-07-15,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,6890.0,Demonstrations,3686,16.0944,43.2039
2023-07-22,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,10185.0,Demonstrations,3686,16.0944,43.2039
2023-07-29,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,2133.0,Demonstrations,3686,16.0944,43.2039
2023-08-12,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-09-02,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-09-09,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,16369.0,Demonstrations,3686,16.0944,43.2039
2023-09-16,Middle East,Yemen,Hajjah,Protests,Peaceful protest,9,0,50574.0,Demonstrations,3686,16.0944,43.2039
2023-09-30,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-10-07,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,40969.0,Demonstrations,3686,16.0944,43.2039
2023-10-14,Middle East,Yemen,Hajjah,Protests,Peaceful protest,30,0,99706.0,Demonstrations,3686,16.0944,43.2039
2023-10-21,Middle East,Yemen,Hajjah,Protests,Peaceful protest,50,0,144023.0,Demonstrations,3686,16.0944,43.2039
2023-10-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,13,0,76646.0,Demonstrations,3686,16.0944,43.2039
2023-11-04,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,11219.0,Demonstrations,3686,16.0944,43.2039
2023-11-11,Middle East,Yemen,Hajjah,Protests,Peaceful protest,8,0,78047.0,Demonstrations,3686,16.0944,43.2039
2023-11-18,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,41090.0,Demonstrations,3686,16.0944,43.2039
2023-11-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-12-02,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,20411.0,Demonstrations,3686,16.0944,43.2039
2023-12-09,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,23438.0,Demonstrations,3686,16.0944,43.2039
2023-12-16,Middle East,Yemen,Hajjah,Protests,Peaceful protest,7,0,23861.0,Demonstrations,3686,16.0944,43.2039
2023-12-23,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2023-12-30,Middle East,Yemen,Hajjah,Protests,Peaceful protest,3,0,18056.0,Demonstrations,3686,16.0944,43.2039
2024-01-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,7,0,36731.0,Demonstrations,3686,16.0944,43.2039
2024-01-13,Middle East,Yemen,Hajjah,Protests,Peaceful protest,11,0,71329.0,Demonstrations,3686,16.0944,43.2039
2024-01-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,3,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-01-27,Middle East,Yemen,Hajjah,Protests,Peaceful protest,26,0,132739.0,Demonstrations,3686,16.0944,43.2039
2024-02-03,Middle East,Yemen,Hajjah,Protests,Peaceful protest,7,0,33513.0,Demonstrations,3686,16.0944,43.2039
2024-02-10,Middle East,Yemen,Hajjah,Protests,Peaceful protest,65,0,197032.0,Demonstrations,3686,16.0944,43.2039
2024-02-17,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,26321.0,Demonstrations,3686,16.0944,43.2039
2024-02-24,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,10185.0,Demonstrations,3686,16.0944,43.2039
2024-03-02,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,27996.0,Demonstrations,3686,16.0944,43.2039
2024-03-09,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,42822.0,Demonstrations,3686,16.0944,43.2039
2024-03-16,Middle East,Yemen,Hajjah,Protests,Peaceful protest,5,0,42822.0,Demonstrations,3686,16.0944,43.2039
2024-03-23,Middle East,Yemen,Hajjah,Protests,Peaceful protest,27,0,68233.0,Demonstrations,3686,16.0944,43.2039
2024-03-30,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-04-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,6722.0,Demonstrations,3686,16.0944,43.2039
2024-04-13,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-04-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-04-27,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-05-04,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-05-11,Middle East,Yemen,Hajjah,Protests,Peaceful protest,10,0,36690.0,Demonstrations,3686,16.0944,43.2039
2024-05-18,Middle East,Yemen,Hajjah,Protests,Peaceful protest,7,0,59470.0,Demonstrations,3686,16.0944,43.2039
2024-05-25,Middle East,Yemen,Hajjah,Protests,Peaceful protest,31,0,95954.0,Demonstrations,3686,16.0944,43.2039
2024-06-01,Middle East,Yemen,Hajjah,Protests,Peaceful protest,6,0,52000.0,Demonstrations,3686,16.0944,43.2039
2024-06-08,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-06-15,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9396.0,Demonstrations,3686,16.0944,43.2039
2024-06-22,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,20970.0,Demonstrations,3686,16.0944,43.2039
2024-06-29,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9917.0,Demonstrations,3686,16.0944,43.2039
2024-07-06,Middle East,Yemen,Hajjah,Protests,Peaceful protest,52,0,187334.0,Demonstrations,3686,16.0944,43.2039
2024-07-13,Middle East,Yemen,Hajjah,Protests,Peaceful protest,33,0,91497.0,Demonstrations,3686,16.0944,43.2039
2024-07-20,Middle East,Yemen,Hajjah,Protests,Peaceful protest,16,0,40361.0,Demonstrations,3686,16.0944,43.2039
2024-07-27,Middle East,Yemen,Hajjah,Protests,Peaceful protest,26,0,108741.0,Demonstrations,3686,16.0944,43.2039
2024-08-03,Middle East,Yemen,Hajjah,Protests,Peaceful protest,29,0,101458.0,Demonstrations,3686,16.0944,43.2039
2024-08-10,Middle East,Yemen,Hajjah,Protests,Peaceful protest,9,0,29072.0,Demonstrations,3686,16.0944,43.2039
2024-08-17,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-08-24,Middle East,Yemen,Hajjah,Protests,Peaceful protest,2,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-08-31,Middle East,Yemen,Hajjah,Protests,Peaceful protest,1,0,9603.0,Demonstrations,3686,16.0944,43.2039
2024-09-14,Middle East,Yemen,Hajjah,Protests,Peaceful protest,4,0,19691.0,Demonstrations,3686,16.0944,43.2039
2024-09-21,Middle East,Yemen,Hajjah,Protests,Peaceful protest,16,0,61508.0,Demonstrations,3686,16.0944,43.2039
2024-09-28,Middle East,Yemen,Hajjah,Protests,Peaceful protest,15,0,75041.0,Demonstrations,3686,16.0944,43.2039
