Incident ID,Date,Time of Day,Confirmed Time,Governorate,District,Area,Actor,Type of Weapons,Target,Main category,Sub-category,Min Projectiles,Max Projectiles,Civilian Casualties,Fatalities,Woman fatalities,Child fatalities,Injured,Woman injured,Child injured
11102,27/01/2017,Morning,7,Marib,Sirwah,Habab valley,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11103,27/01/2017,Evening,18,Taiz,Dhubab,Al-Omary mountain,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11104,27/01/2017,Evening,7,Taiz,Al-Mukha,Yakhtol,Saudi-led Coalition,Air Raid,Civilian's house,Civilian,Residential Area,1.0,2,9.0,4.0,4.0,0.0,5.0,0.0,0.0
11105,27/01/2017,Evening,20,Taiz,Al-Wazi'iyah,Al-Ghayl,Saudi-led Coalition,Air Raid,Civilian's house,Civilian,Residential Area,1.0,1,13.0,9.0,3.0,6.0,4.0,0.0,0.0
11106,27/01/2017,Unknown,unkn,Taiz,Al-Wazi'iyah,Sha'bo,Saudi-led Coalition,Air Raid,Civilian's vehicle,Civilian,Vehicle/Bus,1.0,2,14.0,14.0,0.0,0.0,0.0,0.0,0.0
11107,27/01/2017,Unknown,unkn,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,10+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11108,27/01/2017,Early-Morning,4,Marib,Sirwah,Al-Hajlan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11109,27/01/2017,Evening,18,Taiz,Al-Mukha,Al-Hali,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11110,27/01/2017,Night,24,Jawf,Al-Maslub,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11111,27/01/2017,Midday,10,Sanaa,Nihm,Kharbah Qatrah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11112,27/01/2017,Evening,7,Sanaa,Nihm,"Yam mountain, Qawbarah",Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11113,27/01/2017,Night,24,Jawf,Al-Maton,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11114,27/01/2017,Morning,unkn,Sanaa,Nihm,Al-Hanashat,Saudi-led Coalition,Air Raid,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11115,27/01/2017,Early-Morning,3,Hajja,Harad,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11116,27/01/2017,Midday,14,Capital,Al-Thawrah,Airport road,Saudi-led Coalition,Air Raid,Military Academy,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11117,27/01/2017,Midday,11,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,SSF Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11118,27/01/2017,Midday,13,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Hudaydah Airport,Infrastructure,Transport,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11119,27/01/2017,Afternoon,15,Hudaydah,Al-Salif,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11120,27/01/2017,Night,22,Jawf,Al-Maton,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11121,27/01/2017,Early-Morning,3,Hajja,Midi,Midi desert,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11122,28/01/2017,Evening,20,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11123,28/01/2017,Night,23,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11124,28/01/2017,Midday,11,Saada,Baqim,Sha'eer,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11125,28/01/2017,Afternoon,15,Saada,Al-Dhaher,Al-Hassamah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11126,28/01/2017,Afternoon,17,Saada,Kitaf Wa Al-Boqe'e,Al-Abo Jabbarah valley,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11127,28/01/2017,Unknown,unkn,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,50+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11128,28/01/2017,Night,22,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Irfan bridge,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11129,28/01/2017,Night,23,Taiz,Mawza,,Saudi-led Coalition,Air Raid,Al-Hamili bridge,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11130,28/01/2017,Night,23,Taiz,Mawza,Al-Najibat,Saudi-led Coalition,Air Raid,Al-Zioud bridge,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11131,28/01/2017,Midday,12,Marib,Sirwah,Al-Hajlan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11132,28/01/2017,Midday,14,Taiz,Dhubab,Al-Omary,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11133,28/01/2017,Midday,12,Marib,Sirwah,Bait Al-Radmani ,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11134,28/01/2017,Midday,12,Taiz,Dhubab,Al-Omary,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11135,28/01/2017,Night,24,Jawf,Al-Maslub,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11136,28/01/2017,Afternoon,15,Sanaa,Nihm,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11137,28/01/2017,Afternoon,17,Sanaa,Nihm,Al-Hawl Mountain,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11138,28/01/2017,Midday,9,Marib,Sirwah,Habab,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11139,28/01/2017,Night,24,Sanaa,Nihm,Qawbarah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11140,28/01/2017,Morning,8,Hajja,Najrah,,Saudi-led Coalition,Air Raid,Al-Aman bridge,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11141,28/01/2017,Night,22,Sanaa,Safan,Ibal,Saudi-led Coalition,Air Raid,Bridge,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11142,28/01/2017,Unknown,unkn,Hajja,Harad,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11143,28/01/2017,Unknown,unkn,Hajja,Midi,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11144,28/01/2017,Midday,11,Hudaydah,Al-Salif,Ras Eisa,Saudi-led Coalition,Air Raid,Salt mine,Economic_infrastructure,State resources,1.0,1,5.0,2.0,0.0,0.0,3.0,0.0,0.0
11145,28/01/2017,Evening,20,Hudaydah,Al-Salif,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11146,28/01/2017,Afternoon,16,Jawf,Al-Maslub,Milahah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11147,28/01/2017,Afternoon,17,Hajja,Mustaba,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11148,29/01/2017,Unknown,unkn,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Anti-Houthi groups,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11149,29/01/2017,Unknown,unkn,Taiz,Al-Mukha,Al-Khadra'a,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,250+,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11150,29/01/2017,Morning,9,Taiz,Dhubab,Al-Omary,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11151,29/01/2017,Midday,12,Shabwa,Usaylan,Sha'ab Mablaqah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11152,29/01/2017,Night,22,Marib,Sirwah,Al-Mukhaddarah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11153,29/01/2017,Morning,unkn,Marib,Sirwah,Habab valley,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11154,29/01/2017,Morning,8,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11155,29/01/2017,Evening,20,Hudaydah,Al-Khawkhah,"Mawsiq, Al-Ghazah",Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11156,29/01/2017,Evening,19,Hudaydah,Al-Salif,Ras Eisa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11157,29/01/2017,Night,22,Hudaydah,Al-Salif,Al-Jabbanah,Saudi-led Coalition,Air Raid,Coastal Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11158,29/01/2017,Early-Morning,2,Hudaydah,Al-Zuhrah,Mour valley,Saudi-led Coalition,Air Raid,Bridge,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11159,29/01/2017,Midday,12,Hajja,Midi,Al-Teenah,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,1,4.0,4.0,0.0,0.0,0.0,0.0,0.0
11160,29/01/2017,Midday,12,Hajja,Abs,Bani Hasan,Saudi-led Coalition,Air Raid,Al-Bidah bridge,Infrastructure,Transport,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11161,29/01/2017,Early-Morning,2,Hajja,Midi,,Saudi-led Coalition,Air Raid,Al-Naseem farms,Economic_infrastructure,Farms,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11162,29/01/2017,Early-Morning,2,Hajja,Harad,Al-Nar mountain,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11163,29/01/2017,Early-Morning,5,Bayda,Al-Qurayshiyah,Al-Jaseemah site,Saudi-led Coalition,Air Raid,Anti-Houthi groups,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11164,29/01/2017,Night,23,Sanaa,Nihm,Al-Aqran,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11165,29/01/2017,Afternoon,17,Hudaydah,Al-Salif,Ras Eisa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11166,30/01/2017,Afternoon,16,Marib,Harib Al-Garamish,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11167,30/01/2017,Night,22,Marib,Harib Al-Garamish,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11168,30/01/2017,Evening,19,Saada,Kitaf Wa Al-Boqe'e,Ibn Hwaidi,Saudi-led Coalition,Air Raid,Medical Unit,Medical_facility,Other-Medical,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11169,30/01/2017,Night,23,Saada,Kitaf Wa Al-Boqe'e,Al-Daqeeq valley,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11170,30/01/2017,Night,unkn,Taiz,Al-Mukha,Central market,Saudi-led Coalition,Air Raid,Candy shop,Economic_infrastructure,Private Business,1.0,1,7.0,2.0,0.0,0.0,5.0,0.0,0.0
11171,30/01/2017,Night,unkn,Saada,Sa'ada,Al-Abdain,Saudi-led Coalition,Air Raid,Civilians' houses,Civilian,Residential Area,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11172,30/01/2017,Night,unkn,Saada,Sa'ada,Al-Abdain,Saudi-led Coalition,Air Raid,Farms,Economic_infrastructure,Farms,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11173,30/01/2017,Afternoon,15,Marib,Sirwah,Al-Mahjazah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11174,30/01/2017,Night,23,Saada,Sa'ada,Rahban,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11175,30/01/2017,Midday,10,Marib,Sirwah,Habab valley,Saudi-led Coalition,Air Raid,Civilian's vehicle,Civilian,Vehicle/Bus,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11176,30/01/2017,Unknown,unkn,Sanaa,Nihm,Al-Madfon,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11177,30/01/2017,Midday,11,Jawf,Khab Wa Al-Sha'af,Al-Khanjar,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11178,30/01/2017,Midday,10,Jawf,Al-Ghayl,Shawaq valley,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11179,30/01/2017,Night,23,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11180,30/01/2017,Unknown,unkn,Hajja,Midi,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11181,30/01/2017,Midday,14,Hajja,Abs,,Saudi-led Coalition,Air Raid,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11182,30/01/2017,Midday,10,Hajja,Abs,,Saudi-led Coalition,Air Raid,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11183,30/01/2017,Morning,8,Hajja,Harad,,Saudi-led Coalition,Air Raid,The Customs,Infrastructure,Gov. Compounds,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11184,30/01/2017,Morning,8,Hajja,Abs,,Saudi-led Coalition,Air Raid,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11185,30/01/2017,Early-Morning,3,Hajja,Midi,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11186,30/01/2017,Midday,12,Jawf,Al-Maslub,Al-Sallan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11187,31/01/2017,Night,23,Jawf,Al-Maslub,Al-No'maniyah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11188,31/01/2017,Early-Morning,4,Marib,Sirwah,Al-Najd,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11189,31/01/2017,Evening,20,Marib,Harib Al-Garamish,Sareem valley,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11190,31/01/2017,Night,24,Taiz,Al-Mukha,The City,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11191,31/01/2017,Afternoon,15,Saada,Baqim,"Al-Tho'ban, Mandabah",Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11192,31/01/2017,Night,23,Taiz,Al-Mukha,Al-Mukha junction,Saudi-led Coalition,Air Raid,Chicken farm,Economic_infrastructure,Farms,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11193,31/01/2017,Night,23,Hudaydah,Al-Salif,Ras Eisa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11194,31/01/2017,Evening,20,Marib,Sirwah,Al-Mahjazah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11195,31/01/2017,Night,22,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,SSF Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11196,31/01/2017,Midday,14,Jawf,Al-Maton,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11197,31/01/2017,Midday,14,Hudaydah,Al-Salif,Al-Jabbanah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11198,31/01/2017,Afternoon,17,Hudaydah,Al-Mina,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11199,31/01/2017,Morning,unkn,Hajja,Harad,"Ibn Abdullah valley, Al-Majbar junction",Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11200,31/01/2017,Morning,unkn,Hajja,Harad,,Saudi-led Coalition,Air Raid,Al-Madahishah Military site,Military_Security_Target,Military Site,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11201,31/01/2017,Early-Morning,1,Hudaydah,Al-Mina,Al-Katheeb,Saudi-led Coalition,Air Raid,Naval Base,Military_Security_Target,Military Site,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11202,31/01/2017,Night,23,Sanaa,Bani Matar,Osforah,Saudi-led Coalition,Air Raid,Osforah bridge,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11203,31/01/2017,Early-Morning,4,Hudaydah,Hays,,Saudi-led Coalition,Air Raid,Jawbah bridge,Infrastructure,Transport,1.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0
11204,31/01/2017,Morning,7,Hudaydah,Al-Marawi'ah,,Saudi-led Coalition,Air Raid,Radio transmission station,Media,Radio station,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11205,31/01/2017,Midday,14,Hudaydah,Al-Hawak,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11206,31/01/2017,Early-Morning,unkn,Hudaydah,Al-Mina,Al-Katheeb,Saudi-led Coalition,Air Raid,Shalihat buiding,Infrastructure,Parks/Resorts,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11207,01/02/2017,Night,22,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11208,01/02/2017,Evening,21,Hudaydah,Al-Sukhnah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11209,01/02/2017,Night,22,Hudaydah,Al-Salif,Al-Urj,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11210,01/02/2017,Evening,18,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11211,01/02/2017,Night,22,Hudaydah,Al-Qanawis,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11212,01/02/2017,Night,22,Hudaydah,Al-Khawkhah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11213,01/02/2017,Night,23,Hudaydah,Bajil,,Saudi-led Coalition,Air Raid,Water and sewage plant,Economic_infrastructure,Water & Electricity,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11214,01/02/2017,Evening,unkn,Saada,Saqain,,Saudi-led Coalition,Air Raid,Plant Nursery,Economic_infrastructure,Farms,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11215,01/02/2017,Evening,20,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Pro-Houthi sites,Military_Security_Target,Military Site,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11216,01/02/2017,Evening,unkn,Marib,Harib Al-Garamish,,Saudi-led Coalition,Air Raid,Pro-Houthi sites,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11217,01/02/2017,Evening,unkn,Saada,Saqain,,Saudi-led Coalition,Air Raid,House,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11218,01/02/2017,Unknown,unkn,Saada,Baqim,"Al-Tho'ban,Mandabah",Saudi-led Coalition,Air Raid,Pro-Houthi sites,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11219,01/02/2017,Early-Morning,2,Taiz,Al-Mukha,Al-Nar mountain,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11220,01/02/2017,Evening,21,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11221,01/02/2017,Evening,21,Jawf,Al-Maton,Al-Faydh,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11222,01/02/2017,Evening,21,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Hudaydah Airport,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11223,01/02/2017,Midday,12,Hudaydah,Al-Khawkhah,Coast line,Saudi-led Coalition,Air Raid,Fishers' boats,Civilian,Boat,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11224,01/02/2017,Evening,20,Hudaydah,Al-Durayhimi,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11225,01/02/2017,Evening,20,Hudaydah,Al-Sukhnah,Al-Salatah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11226,01/02/2017,Midday,10,Sanaa,Hamdan,Bait Ana'am,Saudi-led Coalition,Air Raid,Stones Crushers,Economic_infrastructure,State resources,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11227,01/02/2017,Midday,11,Sanaa,Hamdan,Bait Ana'am,Saudi-led Coalition,Air Raid,Stones Crushers,Economic_infrastructure,State resources,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11228,01/02/2017,Midday,13,Sanaa,Hamdan,Bait Ana'am,Saudi-led Coalition,Air Raid,Stones Crushers,Economic_infrastructure,State resources,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11229,01/02/2017,Afternoon,15,Sanaa,Bani Matar,Sina'a,Saudi-led Coalition,Air Raid,Civilian's house,Civilian,Residential Area,1.0,1,5.0,5.0,0.0,2.0,0.0,0.0,0.0
11230,01/02/2017,Midday,10,Hajja,Midi,The City,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11231,01/02/2017,Midday,12,Sanaa,Nihm,Yam mountain,Saudi-led Coalition,Air Raid,Pro-Houthi sites,Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11232,01/02/2017,Unknown,unkn,Hajja,Midi,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11233,01/02/2017,Early-Morning,2,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Hudaydah Airport,Infrastructure,Transport,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11234,01/02/2017,Early-Morning,2,Hudaydah,Al-Khawkhah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
