Incident ID,Date,Time of Day,Confirmed Time,Governorate,District,Area,Actor,Type of Weapons,Target,Main category,Sub-category,Min Projectiles,Max Projectiles,Civilian Casualties,Fatalities,Woman fatalities,Child fatalities,Injured,Woman injured,Child injured
125,29/03/2015,Evening,20,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,29/03/2015,Evening,21,Hudaydah,Al-Mina,Al-Katheeb,Saudi-led Coalition,Air Raid,Radar station,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,29/03/2015,Evening,20,Sanaa,Bani Hushaysh,Al-Khorafi,Saudi-led Coalition,Air Raid,Al-Khorafi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,29/03/2015,Afternoon,16,Bayda,No'man,Aqabat Al-Sahah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,29/03/2015,Night,22,Dhamar,Ans,Al-Qarn,Saudi-led Coalition,Air Raid,Pro-Houthi forces training camps,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,29/03/2015,Early-Morning,1,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Air Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,29/03/2015,Unknown,unkn,Hudaydah,Al-Mina,Al-Katheeb,Saudi-led Coalition,Air Raid,Air Defence Battalion,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,29/03/2015,Evening,20,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,30/03/2015,Afternoon,unkn,Shabwa,Bayhan,Outskirts of the city,Saudi-led Coalition,Air Raid,Anti-Houthi Groups,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,30/03/2015,Midday,1,Hajja,Harad,Al-Mazraq,Saudi-led Coalition,Air Raid,IDPs Camp,Civilian,Residential Area,1.0,4,70.0,29.0,0.0,0.0,41.0,11.0,14.0
135,30/03/2015,Evening,unkn,Ibb,Yarim,Bab Al-Dhawrain,Saudi-led Coalition,Air Raid,4 Houses,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,30/03/2015,Evening,unkn,Ibb,Yarim,Bab Al-Dhawrain,Saudi-led Coalition,Air Raid,2 Gas stations,Economic_infrastructure,Oil & Gas,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,30/03/2015,Evening,21,Lahj,Tuban,Al-Husayni,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,30/03/2015,Night,23,Lahj,Al-Musyamir,,Saudi-led Coalition,Air Raid,Al-Wataniyah Cement Factory,Infrastructure,Factory,1.0,2,10.0,5.0,0.0,0.0,5.0,0.0,0.0
139,30/03/2015,Early-Morning,unkn,Saada,Shada'a,Al-Mashnaq,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,8.0,8.0,0.0,0.0,0.0,0.0,0.0
140,30/03/2015,Evening,unkn,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,30/03/2015,Afternoon,unkn,Saada,Sa'ada,Qahzah,Saudi-led Coalition,Air Raid,Electricity Station,Economic_infrastructure,Water & Electricity,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,30/03/2015,Afternoon,unkn,Saada,Kitaf Wa Al-Boqe'e,Marar,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,30/03/2015,Evening,20,Taiz,Mawiyah,Awman Mountain,Saudi-led Coalition,Air Raid,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,30/03/2015,Evening,20,Taiz,Al-Taiziyah,Al-Hawban ,Saudi-led Coalition,Air Raid,Tariq Air Base,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,30/03/2015,Evening,unkn,Taiz,Al-Taiziyah,,Saudi-led Coalition,Air Raid,Taiz Airport,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,30/03/2015,Evening,unkn,Aden,Al-Mualla,,Saudi-led Coalition,Air Raid,Aden Port,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,30/03/2015,Afternoon,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,30/03/2015,Evening,unkn,Aden,Khor Maksar,Near President Hadi House,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,13.0,13.0,1.0,0.0,0.0,0.0,0.0
149,30/03/2015,Evening,unkn,Aden,Khor Maksar,,Saudi-led Coalition,Air Raid,39th Armoured Brigade,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,30/03/2015,Morning,unkn,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,30/03/2015,Evening,20,Aden,Khor Maksar,,Saudi-led Coalition,Air Raid,Aden Airport,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,30/03/2015,Early-Morning,unkn,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,30/03/2015,Midday,10,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,30/03/2015,Afternoon,16,Capital,Al-Wahdah,60m Road,Saudi-led Coalition,Air Raid,Military supplies camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,30/03/2015,Afternoon,16,Capital,Al-Wahdah,60m Road,Saudi-led Coalition,Air Raid,YEC Storage units,Economic_infrastructure,Food (Storage/transportation),1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,30/03/2015,Midday,10,Sanaa,Bani Hushaysh,Al-Jamimah,Saudi-led Coalition,Air Raid,Al-Jamimah Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,30/03/2015,Afternoon,16,Sanaa,Bani Matar,Ayban Mountain,Saudi-led Coalition,Air Raid,Air Defence Batteries,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,30/03/2015,Afternoon,16,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,30/03/2015,Evening,20,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,30/03/2015,Afternoon,15,Abyan,Khanfir,Shaqrah,Saudi-led Coalition,Air Raid,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,30/03/2015,Evening,21,Abyan,Zinjibar,,Saudi-led Coalition,Air Raid,15th Infantry Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,30/03/2015,Evening,unkn,Abyan,Khanfir,Al-Kod,Saudi-led Coalition,Air Raid,Civilians Gathering,Civilian,Social gathering,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,30/03/2015,Midday,14,Aden,Khor Maksar,Al-Alam Checkpoint,Saudi-led Coalition,Air Raid,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),1.0,1,5.0,2.0,0.0,0.0,3.0,0.0,0.0
164,30/03/2015,Afternoon,unkn,Aden,Khor Maksar,Al-Areesh,Saudi-led Coalition,Air Raid,Bus (with civilians onboard),Civilian,Vehicle/Bus,1.0,1,6.0,6.0,1.0,0.0,0.0,0.0,0.0
165,30/03/2015,Afternoon,16,Sanaa,Bani Hushaysh,Al-Khorafi,Saudi-led Coalition,Air Raid,Al-Khorafi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,31/03/2015,Early-Morning,3,Ibb,Yarim,Al-Dhawrain,Saudi-led Coalition,Air Raid,Al-Dhawrain Checkpoint,Military_Security_Target,Checkpoints,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,31/03/2015,Night,22,Ibb,Yarim,The City,Saudi-led Coalition,Air Raid,55th Artillery Brigade,Military_Security_Target,Military Site,1.0,2,56.0,14.0,2.0,2.0,42.0,8.0,8.0
168,31/03/2015,Early-Morning,3,Ibb,Yarim,Kitab,Saudi-led Coalition,Air Raid,Thawabah and Al-Qadiri Fuel Stations and Two Oil Trucks,Economic_infrastructure,Oil & Gas,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,31/03/2015,Night,24,Hudaydah,,,Saudi-led Coalition,Air Raid,Dar Al-Dhyafah,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,31/03/2015,Night,24,Hudaydah,Bajil,,Saudi-led Coalition,Air Raid,Coastal Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,31/03/2015,Evening,20,Marib,Marib,Sahn Al-Jin,Saudi-led Coalition,Air Raid,Missiles Battalion,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,31/03/2015,Night,24,Hudaydah,Al-Hali,Jaizan Road,Saudi-led Coalition,Air Raid,The Traffiq Police,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,31/03/2015,Evening,unkn,Marib,Marib,,Saudi-led Coalition,Air Raid,Military forces (Protection Oil pipeline),Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,31/03/2015,Morning,unkn,Shabwa,Bayhan,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,31/03/2015,Early-Morning,12,Saada,Shada'a,Al-Mothalath,Saudi-led Coalition,Air Raid,Governmental Compound,Infrastructure,Gov. compounds,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,31/03/2015,Early-Morning,12,Saada,Shada'a,Al-Mothalath,Saudi-led Coalition,Air Raid,Security HQ,Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,31/03/2015,Midday,unkn,Saada,Al-Dhaher,"Al-Hassamah, Wadi Layh",Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,31/03/2015,Midday,unkn,Saada,Razih,Aqabat Bisbas,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,31/03/2015,Evening,unkn,Saada,Haydan,Marran,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,31/03/2015,Evening,21,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,31/03/2015,Early-Morning,2,Taiz,Al-Mukha,,Saudi-led Coalition,Air Raid,Air Defence Military Sites,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,31/03/2015,Early-Morning,unkn,Saada,Kitaf Wa Al-Boqe'e,,Saudi-led Coalition,Air Raid,131st Infantry Brigade,Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,31/03/2015,Night,23,Hudaydah,Al-Hali,Kilo 16,Saudi-led Coalition,Air Raid,Yamani Dairy Factory,Economic_infrastructure,Private factory,1.0,4,42.0,31.0,0.0,0.0,11.0,0.0,0.0
184,31/03/2015,Early-Morning,1,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,31/03/2015,Unknown,unkn,Hudaydah,,,Saudi-led Coalition,Air Raid,Al-Ahliyah oil and packaging materials company,Economic_infrastructure,Private factory,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,31/03/2015,Unknown,unkn,Hudaydah,Al-Marawi'ah,Al Qutay,Saudi-led Coalition,Air Raid,Al-Tadhamoniyah soft drinks company,Economic_infrastructure,Private factory,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,31/03/2015,Early-Morning,1,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,31/03/2015,Early-Morning,1,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,3rd Armoured Presdintial Guards,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,31/03/2015,Evening,21,Capital,Al-Sab'ein,Noqom Mountain,Saudi-led Coalition,Air Raid,Al-Hafa Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,31/03/2015,Evening,21,Capital,Azal,Noqom Mountain,Saudi-led Coalition,Air Raid,Weapons Storage,Military_Security_Target,Weapon storage,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,31/03/2015,Early-Morning,2,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,31/03/2015,Evening,19,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,31/03/2015,Midday,10,Dhalie,Al-Dhalie,The City,Saudi-led Coalition,Air Raid,33rd Armoured Brigade ,Military_Security_Target,Military Site,1.0,5,20.0,10.0,0.0,0.0,10.0,0.0,0.0
194,31/03/2015,Early-Morning,1,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Sana'a International Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,31/03/2015,Evening,19,Dhalie,Al-Dhalie,,Saudi-led Coalition,Air Raid,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,31/03/2015,Early-Morning,3,Hajja,Harad,,Saudi-led Coalition,Air Raid,2nd Border Guards Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,31/03/2015,Morning,unkn,Hajja,Harad,,Saudi-led Coalition,Air Raid,DHL Mails Bus,Infrastructure,Transport,1.0,1,8.0,1.0,0.0,0.0,7.0,0.0,0.0
198,31/03/2015,Evening,19,Hajja,Harad,,Saudi-led Coalition,Air Raid,Harad Customs,Infrastructure,Gov. compounds,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,31/03/2015,Evening,20,Hajja,Harad,,Saudi-led Coalition,Air Raid,Al-Twal Crossing-Border,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,31/03/2015,Night,22,Hajja,Midi,,Saudi-led Coalition,Air Raid,Midi Port,Infrastructure,Transport,1.0,2,6.0,6.0,0.0,0.0,0.0,0.0,0.0
201,31/03/2015,Early-Morning,1,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Hudaydah Airport,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,31/03/2015,Midday,10,Dhalie,Al-Dhalie,,Saudi-led Coalition,Air Raid,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,01/04/2015,Midday,unkn,Hudaydah,Bajil,Kilo 7,Saudi-led Coalition,Air Raid,Coastal Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,01/04/2015,Midday,unkn,Ibb,Yarim,,Saudi-led Coalition,Air Raid,55th Artillery Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,01/04/2015,Early-Morning,4,Lahj,Tuban,Sabir,Saudi-led Coalition,Air Raid,5th Missiles Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,01/04/2015,Early-Morning,unkn,Saada,Razih,Haram Mountain,Saudi-led Coalition,Air Raid,125th Infantry Brigade Military Sites,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,01/04/2015,Early-Morning,unkn,Saada,Haydan,Al-Sharfah,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,01/04/2015,Morning,6,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,9th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,01/04/2015,Morning,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Military police camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,01/04/2015,Unknown,unkn,Saada,Haydan,Marran,Saudi-led Coalition,Air Raid,Al-Majazain Cemenetry,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,01/04/2015,Morning,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Republican Guards Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,01/04/2015,Afternoon,15,Saada,Razih,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,01/04/2015,Afternoon,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Airport,Infrastructure,Transport,1.0,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0
214,01/04/2015,Afternoon,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Al-Saifi Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,01/04/2015,Midday,unkn,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Air Forces Base(67th aviation Brigade weapons stores),Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,01/04/2015,Morning,6,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Military HQ ,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,01/04/2015,Midday,unkn,Hajja,Harad,Al-Mazraq,Saudi-led Coalition,Air Raid,IDPs Camp,Civilian,Residential Area,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,01/04/2015,Evening,19,Sanaa,Bani Matar,Ayban Mountain,Saudi-led Coalition,Air Raid,Unknown,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,01/04/2015,Midday,unkn,Aden,Dar Sa'ad,,Saudi-led Coalition,Air Raid,Governmental Compound,Infrastructure,Gov. compounds,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,01/04/2015,Early-Morning,1,Capital,Ma'ain,Madhbah,Saudi-led Coalition,Air Raid,Al-Sha'ab Stadium,Infrastructure,Sport Facility,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,01/04/2015,Evening,20,Capital,Azal,Noqom Mountain,Saudi-led Coalition,Air Raid,Military Site,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,01/04/2015,Evening,20,Capital,Al-Thawrah,Al-Hasabah,Saudi-led Coalition,Air Raid,Maintenance Military Unit,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,01/04/2015,Evening,unkn,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,01/04/2015,Evening,unkn,Capital,Al-Thawrah,Al-Jiraf,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,01/04/2015,Evening,unkn,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,01/04/2015,Evening,unkn,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,01/04/2015,Afternoon,unkn,Aden,,Green City,Saudi-led Coalition,Air Raid,Building (reportedly used by pro-Houthi forces),Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,01/04/2015,Evening,19,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,01/04/2015,Evening,unkn,Sanaa,Hamdan,,Saudi-led Coalition,Air Raid,YEC Food Storage Units,Economic_infrastructure,Food (storage/transportation),1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,01/04/2015,Evening,unkn,Sanaa,Bani Hushaysh,Sarif,Saudi-led Coalition,Air Raid,Al-Khorafi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,01/04/2015,Midday,unkn,Aden,Khor Maksar,,Saudi-led Coalition,Air Raid,Aden Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,01/04/2015,Midday,12,Aden,Dar Sa'ad,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,01/04/2015,Evening,19,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,02/04/2015,Evening,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Airport,Infrastructure,Transport,1.0,2,5.0,2.0,0.0,0.0,3.0,0.0,0.0
235,02/04/2015,Evening,21,Taiz,Mawiyah,Awman Mountain,Saudi-led Coalition,Air Raid,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,02/04/2015,Evening,19,Taiz,Dhubab,Bab Al-Mandab,Saudi-led Coalition,Air Raid,17th Infantry Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,02/04/2015,Evening,19,Taiz,Dhubab,Mion Island,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,02/04/2015,Evening,unkn,Saada,Al-Dhaher,Qahrat Al-Nas,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,02/04/2015,Unknown,unkn,Marib,,,Saudi-led Coalition,Air Raid,Air Defence Military Sites (assigned to protect Oil facility),Military_Security_Target,Military Site,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,02/04/2015,Evening,20,Hajja,Abs,,Saudi-led Coalition,Air Raid,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,02/04/2015,Evening,17,Aden,Khor Maksar,,Saudi-led Coalition,Air Raid,Aden Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,02/04/2015,Evening,18,Aden,Khor Maksar,Al-Sawlaban ,Saudi-led Coalition,Air Raid,SSF Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,02/04/2015,Night,24,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,02/04/2015,Early-Morning,unkn,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,02/04/2015,Early-Morning,unkn,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,02/04/2015,Early-Morning,unkn,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,02/04/2015,Midday,12,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Jabbanah Military Camp,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,03/04/2015,Unknown,unkn,Saada,Haydan,"Marran, Watlan",Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,5.0,1.0,0.0,0.0,4.0,1.0,1.0
249,03/04/2015,Unknown,unkn,Saada,Al-Dhaher,,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
